"job_role","industry","country","year","automation_risk_percent","ai_replacement_score","skill_gap_index","salary_before_usd","salary_change_percent","skill_demand_growth_percent","remote_feasibility_score","ai_adoption_level","education_requirement_level","reskilling_urgency_score","year_category","risk_bracket"
"Customer Support Rep","Technology","Singapore",2021,89.62,98.01,96.13,83833.48,-17.11,7.05,98.7,5.51,"3",69.82,"Past","High Risk"
"Teacher","Energy","UK",2026,35.1,32.26,38.65,140126.14,6.98,2.79,48.1,85.48,"5",27.729,"Future","Medium Risk"
"Truck Driver","Finance","Singapore",2020,61.52,56.88,44.93,80925.73,-8.83,-5.08,26.78,33.6,"5",40.736,"Past","Medium Risk"
"Data Analyst","Finance","Canada",2020,43.71,41.73,71.23,148437.38,-6.78,-17.31,24.77,39.22,"2",40.887,"Past","Medium Risk"
"Data Analyst","Manufacturing","Australia",2025,50.88,45.13,18.21,75164.98,4.46,16.5,96.18,90.45,"5",27.153,"Future","Medium Risk"
"Accountant","Manufacturing","Singapore",2020,20.58,16.81,39.91,92649.54,-11.15,5.47,21.23,4.69,"2",23.55,"Past","Low Risk"
"Customer Support Rep","Energy","Singapore",2020,84.56,99.7,11.57,55574.68,-9.83,-9.06,55.22,68.25,"3",40.244,"Past","High Risk"
"Accountant","Manufacturing","USA",2022,45.31,53.48,9.99,125832.66,-11.2,-10.14,73.79,92.94,"3",24.481,"Past","Medium Risk"
"Financial Analyst","Finance","Singapore",2022,60.13,66.77,75.08,68517.43,7.65,11.91,58.01,53.68,"1",48.871,"Past","Medium Risk"
"Accountant","Education","Canada",2026,63.18,71.19,33.72,126187.47,-5.7,11.73,74.53,18.65,"3",37.098,"Future","Medium Risk"
"Truck Driver","Healthcare","Canada",2020,31.51,32.45,90.87,34255.08,0.26,18.05,87.48,84.35,"5",39.943,"Past","Low Risk"
"Data Analyst","Transportation","Australia",2025,61.27,67.86,84.3,51123.02,-10.49,-2.99,76.82,15.36,"1",52.945,"Future","Medium Risk"
"Customer Support Rep","Retail","Canada",2020,37.76,43.48,70.59,135045.6,-2.9,-5.35,35.48,0.97,"5",37.151,"Past","Medium Risk"
"Teacher","Transportation","India",2023,29.92,28.48,9.22,97978.51,-4.95,3.72,73.36,72.93,"4",16.219,"Present","Low Risk"
"Data Analyst","Healthcare","Canada",2024,58.41,58.08,96.87,139687.7,-20.12,23.77,10.27,71.1,"5",58.461,"Present","Medium Risk"
"Marketing Specialist","Technology","Brazil",2024,49.55,58.22,59.42,149142.73,-8.91,0.62,81.72,78.62,"1",40.319,"Present","Medium Risk"
"Teacher","Energy","Brazil",2021,24.8,27.43,58.2,43143.02,7.7,5.03,55.58,78.87,"1",29.69,"Past","Low Risk"
"HR Manager","Finance","Japan",2022,12.02,13.12,94.68,89943.33,12.19,-8.49,92.46,17.68,"4",36.869,"Past","Low Risk"
"Financial Analyst","Finance","Germany",2026,38.26,33,49.67,94850.64,-1.22,11.18,61.03,88.53,"3",30.571,"Future","Medium Risk"
"Marketing Specialist","Healthcare","Singapore",2025,32.5,34.76,75.72,69663.39,0.11,-7.62,42.11,26.65,"4",35.749,"Future","Low Risk"
"HR Manager","Transportation","Brazil",2024,78.14,78.21,85.65,53438.09,-4.37,17.24,53.71,59.34,"2",58.262,"Present","High Risk"
"Marketing Specialist","Transportation","Brazil",2023,65.28,74.4,7.8,138487.49,1.39,11.53,26.81,81.84,"3",28.869,"Present","Medium Risk"
"Financial Analyst","Transportation","Canada",2025,48.4,54.54,81.48,40407.52,-3.85,29.43,95.15,29.66,"1",44.959,"Future","Medium Risk"
"Mechanical Engineer","Education","Canada",2022,24.42,28.3,14.87,112382.34,5.97,-12.58,65.46,41.74,"1",16.02,"Past","Low Risk"
"Data Analyst","Finance","UK",2025,68.25,58.2,39.14,81647.44,-12.31,22.4,18.73,94.74,"5",42.735,"Future","High Risk"
"Accountant","Technology","Japan",2022,39.13,36.66,44.67,55991.48,-4.36,0.19,47.8,62.39,"2",30.361,"Past","Medium Risk"
"Teacher","Technology","Australia",2020,54.02,43.22,92.1,128741.66,-1.02,8.39,69.83,16.8,"1",49.544,"Past","Medium Risk"
"Truck Driver","Finance","Singapore",2025,82.19,71.06,32.6,88900.18,13.06,25.7,19.19,42.17,"1",46.574,"Future","High Risk"
"Customer Support Rep","Transportation","Germany",2023,89.6,102.95,59.08,98678.95,-1.69,2.81,32.74,48.82,"3",54.071,"Present","High Risk"
"Customer Support Rep","Transportation","UK",2020,76.19,75,12.61,82721.87,4.97,-1.67,24.99,48.25,"5",35.75,"Past","High Risk"
"Marketing Specialist","Retail","Australia",2022,58.54,52.17,7.6,97595.94,1.2,-1.07,77.81,32.93,"5",26.056,"Past","Medium Risk"
"Software Engineer","Transportation","Japan",2020,34.18,40.05,47.11,149586.49,4.87,-3,68.74,87.23,"1",29.266,"Past","Medium Risk"
"Software Engineer","Retail","UK",2022,6.47,5.9,13.22,141971.41,8.41,3.5,36.5,12.64,"5",9.077,"Past","Low Risk"
"Marketing Specialist","Retail","UK",2020,30.76,31.95,84.52,76246.88,-1.68,7.73,72.42,73.57,"3",38.164,"Past","Low Risk"
"Teacher","Transportation","Canada",2026,29.18,23.66,36.52,35423.54,9.05,14.39,31.68,7.39,"5",25.343,"Future","Low Risk"
"Marketing Specialist","Transportation","Singapore",2023,66.15,67.71,68.16,123556.93,-10.79,2.25,81.55,45.38,"4",50.145,"Present","Medium Risk"
"Software Engineer","Education","Singapore",2022,57.88,56.44,21.7,50520.6,4.81,20.68,46.41,49.21,"2",31.105,"Past","Medium Risk"
"Software Engineer","Retail","Australia",2023,38.47,34.46,37.82,65089.38,0.12,-19.49,25.6,39.35,"3",26.77,"Present","Medium Risk"
"Truck Driver","Energy","Australia",2024,51.98,47.53,99.85,38835.3,-10.69,9.69,85.56,91.42,"1",53.954,"Present","Medium Risk"
"Marketing Specialist","Energy","Canada",2026,38.1,43.03,24.99,46808.22,-11.08,-7.89,45.76,37.3,"3",26.061,"Future","Medium Risk"
"Customer Support Rep","Manufacturing","Brazil",2026,53.78,58.3,24.56,32229.07,-29.42,-0.87,15.41,13.38,"5",37.706,"Future","Medium Risk"
"Software Engineer","Transportation","UK",2021,35.69,31.91,87.76,50795.1,-0.41,1.27,98.75,63.39,"3",40.727,"Past","Medium Risk"
"HR Manager","Transportation","Singapore",2026,34.78,28.06,48.49,54775.92,10.19,23.14,33.87,6.89,"2",31.516,"Future","Medium Risk"
"Accountant","Transportation","Australia",2025,62.85,65,84.21,61176,-8.23,8.3,36.26,65.65,"3",52.872,"Future","Medium Risk"
"Software Engineer","Finance","Singapore",2025,57.79,53.65,79.89,111330.3,8.48,1.59,55.83,64.82,"3",49.627,"Future","Medium Risk"
"Marketing Specialist","Education","Germany",2020,44.69,43.85,84.8,65364.53,-4.51,15.99,26.69,67.55,"1",44.669,"Past","Medium Risk"
"Teacher","Healthcare","UK",2020,15.51,15.04,8.59,101749.16,0.74,2.28,70.59,48.71,"2",9.003,"Past","Low Risk"
"Accountant","Retail","UK",2026,22.25,18.7,31.33,85824.8,10.16,15.08,50.01,34.34,"4",21.347,"Future","Low Risk"
"Teacher","Energy","Japan",2022,68.96,76.81,98.33,74631.7,-9.39,-19,49.68,62.51,"4",59.9,"Past","High Risk"
"Accountant","Education","India",2023,21.91,25.13,55.18,138505.15,1.53,-21.34,76.94,22.72,"1",25.777,"Present","Low Risk"
"Data Analyst","Finance","UK",2022,14.34,15.51,52.14,58036.69,-29.07,-6.49,72.23,0.27,"1",30.099,"Past","Low Risk"
"Data Analyst","Education","Brazil",2026,41.07,42.81,74.55,136707.66,-19.5,-2.41,19.21,33.68,"3",44.643,"Future","Medium Risk"
"Financial Analyst","Transportation","USA",2020,14.79,16.59,80.7,80068.52,-5.42,1.59,86.61,87.75,"5",31.752,"Past","Low Risk"
"Software Engineer","Finance","Japan",2024,18.64,19.55,25.87,57015.2,0.56,1.55,23.49,1.24,"5",15.385,"Present","Low Risk"
"Teacher","Energy","Japan",2024,17.34,16.05,66.92,54314.77,-3.38,11.19,39.81,21.8,"2",28.026,"Present","Low Risk"
"Customer Support Rep","Finance","UK",2024,42.77,35.48,29.48,133154.1,7.47,8.75,19.44,45.56,"5",28.193,"Present","Medium Risk"
"Mechanical Engineer","Energy","USA",2026,26.05,28.35,97.02,127843.14,-0.21,4.46,12.57,4.02,"3",39.589,"Future","Low Risk"
"Truck Driver","Healthcare","Singapore",2026,30.57,27.83,30.42,78054.42,14.04,0.08,22.73,15.77,"3",25.566,"Future","Low Risk"
"Accountant","Transportation","India",2021,53.86,55.41,15.4,132271.73,-11.23,-9.44,47.84,32.27,"1",29.533,"Past","Medium Risk"
"Accountant","Technology","Germany",2024,49.02,46.84,25.94,138536.98,11.09,-5.71,41.25,43.52,"3",30.717,"Present","Medium Risk"
"Customer Support Rep","Energy","Australia",2021,41.52,45.71,73.72,32668.79,0.16,15.03,54.4,81.24,"4",38.772,"Past","Medium Risk"
"Mechanical Engineer","Transportation","Brazil",2020,19.69,20.9,47.6,119199.72,0.8,0.93,60.11,84.08,"4",22.396,"Past","Low Risk"
"Financial Analyst","Education","UK",2022,57.38,66.1,88.73,78979.68,3.45,-4.61,88.64,7.5,"3",50.606,"Past","Medium Risk"
"Financial Analyst","Healthcare","Canada",2021,49.05,41.5,2.7,111556.24,9.07,21.39,87.33,8.09,"1",23.151,"Past","Medium Risk"
"Financial Analyst","Manufacturing","Brazil",2022,17.37,19.9,50.33,62766.34,4.9,7.96,72.06,79.19,"3",23.517,"Past","Low Risk"
"Mechanical Engineer","Retail","USA",2020,29.77,27.26,86.41,103783.54,1.43,-10.78,71.73,21.85,"4",38.26,"Past","Low Risk"
"HR Manager","Retail","Australia",2022,55.84,45.62,30.37,110876.62,-4.14,-0.23,89.12,67.43,"4",32.689,"Past","Medium Risk"
"Mechanical Engineer","Healthcare","Germany",2026,44.92,39.73,34.14,98919.66,-0.64,-7.16,46.81,47.67,"1",28.402,"Future","Medium Risk"
"Data Analyst","Healthcare","Germany",2021,7.39,6.23,96.41,147524.13,13.93,1.44,69.02,11.69,"4",36.058,"Past","Low Risk"
"HR Manager","Energy","India",2023,30.77,28.47,59.58,99597.21,-5.92,15.67,29.35,57.18,"4",31.958,"Present","Low Risk"
"Teacher","Manufacturing","Germany",2025,58.27,55.63,84.83,145267.99,-14.27,27.81,85.86,2.43,"3",53.038,"Future","Medium Risk"
"Accountant","Energy","UK",2020,19.03,21.66,73.2,79936.4,-3.06,13,67.05,63.43,"2",30.49,"Past","Low Risk"
"Financial Analyst","Transportation","UK",2026,22.9,20.93,91.6,52009.78,-0.81,-8,18.3,89.46,"1",36.883,"Future","Low Risk"
"Truck Driver","Education","USA",2025,32.01,33.5,33.98,126512.75,-17.42,19.01,98.55,6.62,"5",28.224,"Future","Low Risk"
"Software Engineer","Finance","Singapore",2021,40.45,48.37,69.1,118772.36,-7.62,0.5,39.62,37.01,"1",39.196,"Past","Medium Risk"
"HR Manager","Education","Germany",2020,62.38,71.52,74.67,107577.01,7.74,13.63,52.82,33.59,"4",49.675,"Past","Medium Risk"
"Marketing Specialist","Manufacturing","Australia",2025,29.79,31.93,95.93,99726.57,4.43,8.69,66.79,93.41,"5",42.024,"Future","Low Risk"
"Financial Analyst","Healthcare","Canada",2024,51.29,45.97,21.57,96700.35,13.8,10.34,20.39,11.68,"2",31.127,"Present","Medium Risk"
"Mechanical Engineer","Manufacturing","Canada",2020,35.63,32.41,19.83,53843.3,2.93,-4.76,71.93,70.29,"1",21.08,"Past","Medium Risk"
"Data Analyst","Finance","Singapore",2023,37.26,44.02,88.05,144915.74,9.37,2.24,78.66,34,"4",44.13,"Present","Medium Risk"
"Financial Analyst","Retail","Brazil",2020,17.46,18.74,13.65,65253.1,20.22,5.04,93.36,59.32,"4",17.145,"Past","Low Risk"
"Mechanical Engineer","Healthcare","Canada",2022,57,52.67,68.73,82534.81,-3.13,15.38,52.14,43.26,"3",44.358,"Past","Medium Risk"
"Mechanical Engineer","Retail","Canada",2023,66.78,78.9,32.73,87003.35,6.01,8.13,54.43,10.89,"1",38.334,"Present","Medium Risk"
"Financial Analyst","Manufacturing","Brazil",2022,35.81,36.53,41.75,52386.69,0.24,4.41,99.35,91.92,"1",26.921,"Past","Medium Risk"
"Truck Driver","Manufacturing","Japan",2025,72.83,82.78,25.57,104692.13,1.45,1.93,97.29,86.08,"5",37.238,"Future","High Risk"
"Data Analyst","Technology","Australia",2021,37.41,41.73,94.39,55922.11,-6.69,13.53,88.93,9.84,"5",45.288,"Past","Medium Risk"
"Data Analyst","Healthcare","Brazil",2023,12.48,13.58,17.48,48966.52,12.27,7.03,34.16,84.11,"5",13.917,"Present","Low Risk"
"Financial Analyst","Retail","Brazil",2025,66.56,68.66,64.66,34852.94,-13.63,-2.66,23.5,38.97,"4",50.111,"Future","Medium Risk"
"Marketing Specialist","Transportation","Brazil",2024,34.84,38.03,59.81,139572.01,0.31,19.86,53.93,36.25,"2",31.972,"Present","Medium Risk"
"Marketing Specialist","Technology","Canada",2022,36.25,35.25,1.6,40025.49,-11.95,5.17,80.09,27.45,"4",18.565,"Past","Medium Risk"
"Marketing Specialist","Healthcare","Japan",2020,16.85,15.07,35.71,34237.99,-4.18,-3.51,37.94,80.04,"3",18.707,"Past","Low Risk"
"Truck Driver","Healthcare","Canada",2023,84.03,73.72,12.39,106099.5,7.55,10.38,15.61,68.06,"2",39.594,"Present","High Risk"
"Software Engineer","Finance","Brazil",2025,20.23,16.78,48.91,48978.4,8.92,13.76,85.79,37.76,"4",25.441,"Future","Low Risk"
"HR Manager","Healthcare","Canada",2021,10.93,9.88,46.78,113281.35,6.92,-17.63,57.18,16.5,"2",20.482,"Past","Low Risk"
"Financial Analyst","Manufacturing","Japan",2021,53.61,52.31,80.79,112873.34,-0.29,-5.03,73.22,8.7,"5",45.768,"Past","Medium Risk"
"Customer Support Rep","Manufacturing","India",2021,80.47,71.53,50.31,142867.35,-18.26,22.15,10.61,13.34,"1",52.759,"Past","High Risk"
"Financial Analyst","Energy","USA",2023,50.51,50.38,36.38,140785.91,4.48,-15.19,61.18,52.75,"2",32.462,"Present","Medium Risk"
"Marketing Specialist","Manufacturing","UK",2024,43.43,40.6,90.88,84096.39,21.06,8.83,16.09,78.13,"5",50.954,"Present","Medium Risk"
"Software Engineer","Manufacturing","UK",2021,35.88,38.13,77.2,134891.93,12.2,0.78,33.3,66.03,"1",41.172,"Past","Medium Risk"
"Software Engineer","Finance","USA",2021,7.19,5.81,9.58,68325.9,0.88,1.84,38.49,73.64,"2",6.014,"Past","Low Risk"
"Accountant","Technology","USA",2020,13.21,11.72,40.8,75918.19,9.94,-4.7,29.8,87.79,"5",20.506,"Past","Low Risk"
"Teacher","Energy","Singapore",2023,37.14,43.1,34.18,31037.26,27.64,23.98,20.79,23.5,"1",33.402,"Present","Medium Risk"
"Software Engineer","Technology","Brazil",2026,54.84,44.68,48.95,93648.97,-0.55,5.22,62.71,0.31,"5",36.786,"Future","Medium Risk"
"Financial Analyst","Energy","Singapore",2020,28.56,28.56,91.13,45190.78,4.97,-4.7,43.74,62.34,"1",40.254,"Past","Low Risk"
"Financial Analyst","Finance","Canada",2021,79.82,95.37,35.37,90471.04,-21.54,-3.39,36.54,99.42,"3",49.001,"Past","High Risk"
"Teacher","Finance","Canada",2020,61.35,58.62,82.9,88759.93,-3.8,11.06,30.12,24.73,"2",50.55,"Past","Medium Risk"
"Financial Analyst","Retail","Australia",2025,47.69,43.71,14.71,149355.35,2.62,12.77,90.24,93.55,"2",24.275,"Future","Medium Risk"
"Data Analyst","Technology","Japan",2022,47.33,47.68,88.2,98135.64,-3.24,-4.08,50.13,93.54,"4",46.364,"Past","Medium Risk"
"Financial Analyst","Healthcare","Germany",2022,56.14,64.57,75.76,67183.31,-8.71,11.25,46.73,80.61,"3",47.797,"Past","Medium Risk"
"Teacher","Education","India",2020,52.84,59.71,25.47,119969.86,2.14,-9.08,49.02,55.65,"1",29.419,"Past","Medium Risk"
"Customer Support Rep","Technology","Japan",2026,34.49,32.57,66.69,97023.7,6.55,34.61,94.95,93.46,"4",35.768,"Future","Medium Risk"
"Accountant","Technology","Australia",2026,35.21,33.12,55.49,41472.75,-10.27,-2.52,30.11,63.85,"3",33.812,"Future","Medium Risk"
"Mechanical Engineer","Transportation","Japan",2026,36.9,32.05,88.76,134897.84,-3.04,15.1,15.13,10.67,"1",42.3,"Future","Medium Risk"
"Mechanical Engineer","Technology","USA",2023,29.32,26.04,87.4,148362.98,5.82,13.01,62.98,76.99,"4",39.694,"Present","Low Risk"
"Teacher","Transportation","Canada",2020,76.29,79.39,15.46,49663,-17.74,13.93,91.92,61.16,"1",40.476,"Past","High Risk"
"Software Engineer","Transportation","Australia",2022,47.35,37.99,49.88,81739.77,-8.56,20.01,97.89,67.02,"1",36.472,"Past","Medium Risk"
"Data Analyst","Manufacturing","Canada",2020,46.19,53.94,99.52,53738.48,-4.32,8.97,51.13,10.02,"4",49.628,"Past","Medium Risk"
"Financial Analyst","Education","India",2023,53.64,52.96,62.87,111355.29,-14.9,13.64,85.33,55.17,"5",44.787,"Present","Medium Risk"
"Marketing Specialist","Retail","Japan",2020,44.29,52.92,28.35,93363.64,-7.67,8.73,41.88,80.17,"5",28.522,"Past","Medium Risk"
"Marketing Specialist","Technology","Australia",2026,26.57,26.5,63.06,110539.48,6.52,9.07,45.36,70.66,"5",31.502,"Future","Low Risk"
"Customer Support Rep","Transportation","Singapore",2024,76.25,70.16,96.82,133826.3,9.94,-6.93,74.6,43.15,"2",62.528,"Present","High Risk"
"HR Manager","Healthcare","Singapore",2024,70.46,75.82,65.82,56500.84,-14.2,-14.8,76.03,61.84,"5",52.19,"Present","High Risk"
"Marketing Specialist","Transportation","UK",2023,16.01,14.78,47.3,118407.95,-0.66,21.94,20.52,29.29,"5",20.792,"Present","Low Risk"
"Truck Driver","Technology","Brazil",2021,42.83,47.64,18,85790.55,1.85,5.68,99.93,95.29,"5",23.087,"Past","Medium Risk"
"Teacher","Finance","Japan",2024,60.28,66.22,75.92,133512.59,-0.73,11.1,47.49,46.05,"4",47.107,"Present","Medium Risk"
"Marketing Specialist","Finance","Australia",2020,56.19,62.38,87.05,84745.29,-7.31,-2.05,74.39,17.97,"3",50.784,"Past","Medium Risk"
"Marketing Specialist","Transportation","UK",2022,37.96,34.81,16.87,99564.87,-6.6,-17.12,27.63,76.79,"4",22.225,"Past","Medium Risk"
"Data Analyst","Energy","Singapore",2020,22.03,20.64,25.22,82128.43,19.42,-18.85,97.08,90.47,"5",22.204,"Past","Low Risk"
"Customer Support Rep","Healthcare","USA",2020,67.66,55.18,61.23,40760.23,-8,20.3,85.39,94.25,"2",47.833,"Past","High Risk"
"Teacher","Education","Japan",2026,39.2,38.58,59.01,53655.93,-1.18,12.52,25.01,76.27,"5",33.737,"Future","Medium Risk"
"Marketing Specialist","Healthcare","Singapore",2020,25.34,21.73,56.29,110579.43,18.92,13.41,20.4,47.6,"3",32.699,"Past","Low Risk"
"Data Analyst","Technology","Australia",2021,24.99,29.72,4.96,65795.3,-20.52,17.61,82.58,5.5,"1",17.64,"Past","Low Risk"
"Truck Driver","Education","Australia",2024,38.8,38.63,15.76,113125.82,5.62,13.82,49.63,87.84,"3",21.934,"Present","Medium Risk"
"Data Analyst","Energy","Japan",2023,9.64,8.71,48.95,37360.63,-2.09,-3.25,94.95,90.84,"3",19.168,"Present","Low Risk"
"Data Analyst","Healthcare","Japan",2022,32.62,27.95,17.81,75305.53,8.31,22.72,36.22,77.89,"4",20.884,"Past","Low Risk"
"Marketing Specialist","Healthcare","India",2020,64.32,64.08,9.65,140216.33,-11.74,12.83,64.94,40.5,"5",32.145,"Past","Medium Risk"
"Financial Analyst","Healthcare","Canada",2020,54.47,53.91,48.55,118305.85,-7.19,6.95,15.88,30.5,"5",38.51,"Past","Medium Risk"
"Marketing Specialist","Transportation","UK",2023,40.12,36.51,65.15,53412.95,9.91,12.41,21.19,65.08,"3",38.566,"Present","Medium Risk"
"Accountant","Healthcare","UK",2024,77.3,67.8,90.93,102725.75,-5.86,6.19,77.35,47.83,"4",59.957,"Present","High Risk"
"Mechanical Engineer","Finance","Japan",2020,60.48,67.96,52.38,61637.32,-1.55,3.36,88.02,12.36,"3",40.371,"Past","Medium Risk"
"Mechanical Engineer","Retail","UK",2020,36.93,34.48,86.55,87323.22,-5.91,1,51.73,71.83,"5",42.51,"Past","Medium Risk"
"Mechanical Engineer","Retail","Australia",2023,21.83,18.6,61.46,57637.53,-6.53,4.7,71.26,54.13,"1",29.129,"Present","Low Risk"
"Mechanical Engineer","Transportation","Brazil",2021,55.32,50.35,27.86,126163.26,6,21.43,66.53,9.4,"1",32.286,"Past","Medium Risk"
"Marketing Specialist","Healthcare","UK",2026,69.93,77.48,59.05,140231.42,5.13,-4.11,96.67,31,"3",47.226,"Future","High Risk"
"Truck Driver","Technology","USA",2025,26.07,28.52,0.7,134704.04,1.64,0.24,43.95,20.33,"1",11.13,"Future","Low Risk"
"Data Analyst","Transportation","Germany",2025,62.88,69.07,34.04,64098.37,7.25,10.08,74.43,64,"3",37.539,"Future","Medium Risk"
"Teacher","Retail","USA",2023,25.95,29.62,74.97,92072.91,27.64,9.63,84.54,74.23,"2",41.163,"Present","Low Risk"
"Customer Support Rep","Healthcare","Canada",2026,84.94,85.18,62.46,132548.62,-3.18,-10.21,65.86,91.51,"4",53.668,"Future","High Risk"
"Accountant","Healthcare","Brazil",2024,11.11,9.83,23.45,69193.52,6.61,-11.01,89.71,63.7,"3",13.462,"Present","Low Risk"
"HR Manager","Technology","USA",2020,26.91,30.82,63.2,56275.45,12.01,-0.73,76.5,57.66,"4",33.327,"Past","Low Risk"
"Financial Analyst","Healthcare","UK",2025,20.13,22.58,30.75,122591.75,-12.98,13.12,29.11,13.09,"3",21.171,"Future","Low Risk"
"Truck Driver","Manufacturing","India",2021,41.94,36.2,61.71,101853.97,17.95,15.9,83.33,91.36,"4",40.674,"Past","Medium Risk"
"Data Analyst","Transportation","Brazil",2026,16.13,16.69,7.83,44417.09,-1.88,26.57,78.25,42.57,"3",9.365,"Future","Low Risk"
"Software Engineer","Energy","India",2020,8.93,10.26,8.29,52675.76,0.55,-21.78,79.27,63.64,"3",6.224,"Past","Low Risk"
"Financial Analyst","Technology","India",2020,68.9,68.53,97.22,125617.48,-16.68,-8.86,93.65,68.44,"5",61.73,"Past","High Risk"
"Mechanical Engineer","Technology","UK",2026,53.5,59.02,56.08,49100.01,6.01,-13.74,11.64,43.74,"4",40.027,"Future","Medium Risk"
"Data Analyst","Finance","Australia",2021,52.91,45.8,6.46,130323.5,-11.5,9.17,82.57,65.81,"4",26.552,"Past","Medium Risk"
"Data Analyst","Technology","Australia",2021,23.39,22.23,15.59,130230.67,29.03,9.58,89.51,1.58,"4",22.742,"Past","Low Risk"
"Software Engineer","Healthcare","Germany",2020,5,4.32,3,108978.74,-12.18,10.64,23.45,14.57,"1",6.554,"Past","Low Risk"
"Truck Driver","Finance","Singapore",2024,91.73,98.83,58.54,68698.42,-8.46,3.62,99.83,75.51,"3",56.792,"Present","High Risk"
"Software Engineer","Technology","Japan",2022,43.5,45.03,50.43,60891.29,2.73,-10.08,16.32,7.45,"1",33.348,"Past","Medium Risk"
"Financial Analyst","Retail","Brazil",2025,49.26,57.53,91.43,31299.4,1.94,-4.18,86.36,95.44,"3",47.715,"Future","Medium Risk"
"HR Manager","Manufacturing","UK",2026,70.24,75.23,20.05,38714.58,1.27,-0.14,13.26,73.92,"5",34.492,"Future","High Risk"
"Financial Analyst","Energy","Singapore",2024,59.87,49.8,90.66,92631.51,-4.8,-7.18,22.12,77.5,"5",52.586,"Present","Medium Risk"
"Marketing Specialist","Manufacturing","Singapore",2022,45.29,53.06,20.82,112604.12,1.43,-1.99,26.19,3.05,"2",24.791,"Past","Medium Risk"
"Marketing Specialist","Retail","Canada",2023,33.45,30.32,78.88,74841.66,-5.71,-7.72,64.71,98.59,"1",38.757,"Present","Medium Risk"
"Teacher","Finance","Brazil",2021,34.81,28.62,19.49,137742.22,9.76,11.71,21.18,13.5,"4",22.699,"Past","Medium Risk"
